Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Date
743,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,1000,700,20-Dec-22
744,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,19-Dec-22
745,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,18-Dec-22
746,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,700,500,17-Dec-22
747,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,300,700,500,16-Dec-22
748,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,700,500,15-Dec-22
749,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,1000,600,14-Dec-22
750,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1000,700,13-Dec-22
751,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,300,800,500,12-Dec-22
752,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,800,600,11-Dec-22
753,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,800,600,10-Dec-22
754,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,800,600,09-Dec-22
755,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,800,600,08-Dec-22
756,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,1000,700,07-Dec-22
757,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,1000,700,06-Dec-22
758,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,1000,700,05-Dec-22
759,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1000,600,03-Dec-22
760,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,900,600,02-Dec-22
761,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1000,700,01-Dec-22
762,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,1000,700,30-Nov-22
763,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,1000,700,29-Nov-22
764,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1000,700,28-Nov-22
765,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,300,1000,500,27-Nov-22
766,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,1200,700,26-Nov-22
767,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,500,1200,700,25-Nov-22
768,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1400,900,24-Nov-22
769,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,700,22-Nov-22
770,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1300,600,21-Nov-22
771,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1600,800,20-Nov-22
772,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,19-Nov-22
773,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,18-Nov-22
774,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,17-Nov-22
775,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,16-Nov-22
776,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,15-Nov-22
777,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,14-Nov-22
778,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,13-Nov-22
779,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,12-Nov-22
780,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,11-Nov-22
781,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,10-Nov-22
782,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,09-Nov-22
783,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1600,800,08-Nov-22
784,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1600,800,07-Nov-22
785,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1600,800,06-Nov-22
786,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,05-Nov-22
787,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1600,800,04-Nov-22
788,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1600,1200,03-Nov-22
789,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1600,800,02-Nov-22
790,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1600,800,01-Nov-22
791,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1600,800,31-Oct-22
792,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,30-Oct-22
793,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1400,29-Oct-22
794,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1400,28-Oct-22
795,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1400,27-Oct-22
796,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3000,1900,26-Oct-22
797,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3000,1600,24-Oct-22
798,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3200,1600,23-Oct-22
799,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3200,1600,22-Oct-22
800,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2400,1600,21-Oct-22
801,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1200,3200,2600,20-Oct-22
802,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3000,1900,19-Oct-22
803,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3600,2400,18-Oct-22
804,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3600,2200,17-Oct-22
805,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1200,3200,2400,16-Oct-22
806,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3200,1800,15-Oct-22
807,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1200,3600,2400,14-Oct-22
808,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3600,2000,13-Oct-22
809,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1000,3600,2000,12-Oct-22
810,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,2000,4000,2700,11-Oct-22
811,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2800,1800,10-Oct-22
812,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2800,1800,09-Oct-22
813,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1000,2800,2000,08-Oct-22
814,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1000,3000,2000,07-Oct-22
815,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1200,3200,2000,06-Oct-22
816,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3000,1900,05-Oct-22
817,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,4000,2400,04-Oct-22
818,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2400,1600,03-Oct-22
819,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2400,1600,02-Oct-22
820,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1400,01-Oct-22
821,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1200,3000,1600,30-Sep-22
822,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1400,29-Sep-22
823,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1400,28-Sep-22
824,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2600,1500,27-Sep-22
825,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1000,2800,1800,26-Sep-22
826,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2800,1600,24-Sep-22
827,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2800,1800,23-Sep-22
828,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2800,1900,22-Sep-22
829,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,2000,2800,2400,21-Sep-22
830,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3200,2000,20-Sep-22
831,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1200,2400,1800,18-Sep-22
832,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2600,1600,17-Sep-22
833,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2500,2000,16-Sep-22
834,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1400,15-Sep-22
835,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1000,2000,1600,14-Sep-22
836,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1000,2000,1600,13-Sep-22
837,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,2000,4000,2600,12-Sep-22
838,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1600,11-Sep-22
839,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1000,10-Sep-22
840,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,2000,800,09-Sep-22
841,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,2800,1000,08-Sep-22
842,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1400,07-Sep-22
843,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1400,06-Sep-22
844,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1200,04-Sep-22
845,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1000,2800,1200,03-Sep-22
846,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1200,2800,1700,02-Sep-22
847,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1600,1000,01-Sep-22
848,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,800,31-Aug-22
849,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,30-Aug-22
850,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,29-Aug-22
851,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,800,28-Aug-22
852,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,26-Aug-22
853,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1000,600,25-Aug-22
854,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,800,24-Aug-22
855,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,800,23-Aug-22
856,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,21-Aug-22
857,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,20-Aug-22
858,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,19-Aug-22
859,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,18-Aug-22
860,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,17-Aug-22
861,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,16-Aug-22
862,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,15-Aug-22
863,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,14-Aug-22
864,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,13-Aug-22
865,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,12-Aug-22
866,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,11-Aug-22
867,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,800,400,10-Aug-22
868,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,800,400,09-Aug-22
869,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,800,400,08-Aug-22
870,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,07-Aug-22
871,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,06-Aug-22
872,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,04-Aug-22
873,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1000,600,03-Aug-22
874,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1000,600,02-Aug-22
875,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,500,01-Aug-22
876,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,31-Jul-22
877,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,30-Jul-22
878,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,29-Jul-22
879,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,27-Jul-22
880,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1000,600,26-Jul-22
881,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,700,25-Jul-22
882,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1000,600,24-Jul-22
883,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,23-Jul-22
884,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,22-Jul-22
885,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,800,21-Jul-22
886,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,800,20-Jul-22
887,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,19-Jul-22
888,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1400,1100,17-Jul-22
889,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,16-Jul-22
890,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1400,900,15-Jul-22
891,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1400,900,14-Jul-22
892,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,13-Jul-22
893,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1600,1200,12-Jul-22
894,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,11-Jul-22
895,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,10-Jul-22
896,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,900,09-Jul-22
897,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,08-Jul-22
898,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,07-Jul-22
899,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1400,1000,06-Jul-22
900,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1600,1200,05-Jul-22
901,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1400,1000,04-Jul-22
902,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1600,1200,03-Jul-22
903,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1400,800,01-Jul-22
904,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1600,1200,30-Jun-22
905,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1000,2000,1500,28-Jun-22
906,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1000,2000,1500,27-Jun-22
907,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1200,2400,1800,26-Jun-22
908,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1600,3000,2100,25-Jun-22
909,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1600,3000,2400,24-Jun-22
910,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1600,3000,2600,23-Jun-22
911,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1600,3000,2000,22-Jun-22
912,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1600,3000,2000,21-Jun-22
913,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1500,3000,2200,20-Jun-22
914,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1500,3000,2000,19-Jun-22
915,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,2000,3600,2600,18-Jun-22
916,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,3000,1800,03-May-22
917,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2400,1400,29-Apr-22
918,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2400,1200,28-Apr-22
919,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2400,1200,27-Apr-22
920,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2400,1200,26-Apr-22
921,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2400,1200,25-Apr-22
922,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2400,1400,24-Apr-22
923,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1000,2000,1400,23-Apr-22
924,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1600,800,22-Apr-22
925,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1600,800,21-Apr-22
926,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1600,800,20-Apr-22
927,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1600,800,19-Apr-22
928,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1600,800,18-Apr-22
929,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1800,1000,17-Apr-22
930,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,16-Apr-22
931,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,15-Apr-22
932,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,600,14-Apr-22
933,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1600,1100,13-Apr-22
934,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,12-Apr-22
935,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,11-Apr-22
936,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,10-Apr-22
937,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,800,09-Apr-22
938,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,300,900,500,08-Apr-22
939,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1600,600,07-Apr-22
940,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,700,06-Apr-22
941,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,05-Apr-22
942,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,04-Apr-22
943,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1600,03-Apr-22
944,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,02-Apr-22
945,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,31-Mar-22
946,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,30-Mar-22
947,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,29-Mar-22
948,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,28-Mar-22
949,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,27-Mar-22
950,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,26-Mar-22
951,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,25-Mar-22
952,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,24-Mar-22
953,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,23-Mar-22
954,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,22-Mar-22
955,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,21-Mar-22
956,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,20-Mar-22
957,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,19-Mar-22
958,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,18-Mar-22
959,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,17-Mar-22
960,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,16-Mar-22
961,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,15-Mar-22
962,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,14-Mar-22
963,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,13-Mar-22
964,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,12-Mar-22
965,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,11-Mar-22
966,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,10-Mar-22
967,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,09-Mar-22
968,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,08-Mar-22
969,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,07-Mar-22
970,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,06-Mar-22
971,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,600,400,05-Mar-22
972,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,03-Mar-22
973,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,01-Mar-22
974,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,28-Feb-22
975,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,27-Feb-22
976,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,400,300,26-Feb-22
977,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,600,500,25-Feb-22
978,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,24-Feb-22
979,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,23-Feb-22
980,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,22-Feb-22
981,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,21-Feb-22
982,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,20-Feb-22
983,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,19-Feb-22
984,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,18-Feb-22
985,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,17-Feb-22
986,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,16-Feb-22
987,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,15-Feb-22
988,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,14-Feb-22
989,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,13-Feb-22
990,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,12-Feb-22
991,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,800,600,11-Feb-22
992,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1000,600,10-Feb-22
993,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1000,600,09-Feb-22
994,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,08-Feb-22
995,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,07-Feb-22
996,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1600,1200,06-Feb-22
997,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1600,1200,05-Feb-22
998,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,04-Feb-22
999,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,02-Feb-22
1000,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1000,700,31-Jan-22
1001,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,29-Jan-22
1002,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,800,28-Jan-22
1003,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,27-Jan-22
1004,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,25-Jan-22
1005,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,24-Jan-22
1006,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1000,700,22-Jan-22
1007,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,20-Jan-22
1008,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,200,1000,600,19-Jan-22
1009,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,18-Jan-22
1010,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1600,1100,17-Jan-22
1011,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,16-Jan-22
1012,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,15-Jan-22
1013,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,400,1200,800,14-Jan-22
1014,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1200,900,13-Jan-22
1015,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,1600,1100,12-Jan-22
1016,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,2000,1300,11-Jan-22
1017,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,600,2000,1300,10-Jan-22
1018,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1800,1300,09-Jan-22
1019,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1400,08-Jan-22
1020,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,2000,1400,07-Jan-22
1021,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,900,2000,1400,06-Jan-22
1022,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,800,1600,1200,05-Jan-22
1023,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1200,2200,1600,04-Jan-22
1024,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1200,2400,1800,03-Jan-22
1025,Hyderabad,Gudimalkapur,Tomato,Deshi,FAQ,1200,3200,2600,01-Jan-22
1026,Warangal,Hanmarkonda(Rythu Bazar),Tomato,Deshi,FAQ,800,1000,900,31-Dec-22
1027,Warangal,Hanmarkonda(Rythu Bazar),Tomato,Deshi,FAQ,800,1000,900,30-Dec-22
1028,Warangal,Hanmarkonda(Rythu Bazar),Tomato,Deshi,FAQ,1000,1000,1000,29-Dec-22
1029,Warangal,Hanmarkonda(Rythu Bazar),Tomato,Deshi,FAQ,1000,1200,1100,27-Dec-22
1030,Warangal,Hanmarkonda(Rythu Bazar),Tomato,Deshi,FAQ,1000,1000,1000,26-Dec-22
